median_income,predicted_price_nonlinear
-1.4825346801381452,-0.2994295796666981
-1.4112382094776046,-0.2994295796666981
-1.3399417388170638,-0.2994295796666981
-1.2686452681565232,-0.2994295796666981
-1.1973487974959827,-0.2994295796666981
-1.1260523268354419,-0.2994295796666981
-1.0547558561749013,-0.2994295796666981
-0.9834593855143607,-0.2994295796666981
-0.9121629148538201,-0.2994295796666981
-0.8408664441932794,-0.2994295796666981
-0.7695699735327388,-0.2994295796666981
-0.6982735028721981,-0.2994295796666981
-0.6269770322116575,-0.2994295796666981
-0.5556805615511169,-0.2994295796666981
-0.4843840908905762,-0.2994295796666981
-0.41308762023003553,-0.2994295796666981
-0.34179114956949497,-0.2994295796666981
-0.2704946789089544,-0.2994295796666981
-0.1991982082484136,-0.2994295796666981
-0.12790173758787304,-0.2994295796666981
-0.056605266927332476,-0.2994295796666981
0.014691203733208313,-0.2994295796666981
0.08598767439374888,-0.2994295796666981
0.15728414505428945,-0.2994295796666981
0.22858061571483024,-0.2994295796666981
0.2998770863753708,-0.2994295796666981
0.3711735570359114,-0.2994295796666981
0.44247002769645194,-0.2994295796666981
0.5137664983569927,-0.2994295796666981
0.5850629690175335,-0.2994295796666981
0.6563594396780741,-0.2994295796666981
0.7276559103386147,0.3617236438915176
0.7989523809991552,0.3617236438915176
0.8702488516596958,0.3617236438915176
0.9415453223202364,0.1813417039672372
1.012841792980777,0.1813417039672372
1.084138263641318,0.20495264078709927
1.1554347343018585,0.20495264078709927
1.226731204962399,0.20495264078709927
1.2980276756229396,0.5726771413721138
1.3693241462834802,0.5726771413721138
1.4406206169440208,0.9014281391425264
1.5119170876045618,0.9014281391425264
1.5832135582651023,0.9014281391425264
1.654510028925643,0.6304062649301516
1.7258064995861835,0.6304062649301516
1.797102970246724,0.6585227906576464
1.8683994409072646,0.7284728308814634
1.9396959115678056,0.7996640175012342
2.010992382228346,1.0889851715344794
2.0822888528888868,1.0889851715344794
2.1535853235494273,0.9648080794863861
2.224881794209968,1.0212713683995163
2.2961782648705085,1.074991159363022
2.367474735531049,1.0451510009437799
2.43877120619159,1.042329667529123
2.5100676768521306,1.26950943746922
2.581364147512671,1.3110746467146603
2.652660618173212,1.1751268083784279
2.7239570888337523,1.3761476483223547
2.7952535594942933,1.3326724597747288
2.8665500301548335,1.4451865236257357
2.9378465008153745,1.35601165782107
3.0091429714759146,1.3000125332874803
3.0804394421364556,1.5879938657750112
3.1517359127969966,1.630052846684976
3.2230323834575367,1.426266194651019
3.2943288541180777,1.3854051300343373
3.365625324778618,1.5333821997946755
3.436921795439159,1.5414854781752694
3.508218266099699,1.7865414339524328
3.57951473676024,1.6849336958968195
3.650811207420781,1.6809078369941863
3.722107678081321,1.6020237574288134
3.793404148741862,1.863952253848874
3.8647006194024023,1.8669541272927748
3.9359970900629433,1.8455810263010102
4.007293560723484,1.8455810263010102
4.078590031384024,1.7513164721485925
4.149886502044565,1.9824640708394867
4.221182972705106,1.9824640708394867
4.292479443365647,2.01701083164056
4.363775914026187,2.2112505781521867
4.435072384686728,1.9369853955933363
4.506368855347269,2.1467242420726595
4.577665326007809,2.1157865545633334
4.64896179666835,2.116100429270411
4.72025826732889,2.2120889723735204
4.791554737989431,2.1428705533058334
4.862851208649971,2.41258280407946
4.934147679310512,2.357305400812206
5.005444149971053,2.4288816325317297
5.076740620631593,2.494956856064598
5.148037091292134,2.4248402614793516
5.219333561952674,2.4074102375705806
5.290630032613215,2.7065215796244324
5.361926503273756,2.5124217321933195
5.4332229739342965,2.5716793969541625
5.5045194445948376,2.455224206475505
5.575815915255378,2.576311820204632
5.647112385915919,2.538374796594056
5.718408856576459,2.743608118992952
5.789705327237,2.686613775334753
5.861001797897541,2.9629511205838828
5.932298268558081,2.997530693605531
6.003594739218622,2.685199914870028
6.074891209879162,2.919992627135492
6.146187680539703,2.8499560544080933
6.217484151200243,2.922348253297809
6.288780621860784,2.9327750340860566
6.360077092521325,3.1268796534842047
6.431373563181865,2.948737130620269
6.502670033842406,3.1180427988540176
6.573966504502947,3.1180427988540176
6.6452629751634875,3.074011968417554
6.716559445824028,3.2938032603228695
6.7878559164845695,3.2872983836369025
6.85915238714511,3.125837329141867
6.93044885780565,3.489626761010319
7.00174532846619,3.2975638715549147
7.073041799126732,3.4769631877515943
7.144338269787272,3.439813880056953
7.215634740447812,3.5773886373122266
7.286931211108354,3.43995253087827
7.358227681768894,3.43995253087827
7.429524152429434,3.47883829820535
7.500820623089974,3.47883829820535
7.572117093750516,3.841236954567845
7.643413564411056,3.841236954567845
7.7147100350715965,3.9404505732608563
7.786006505732138,3.8950201675651868
7.8573029763926785,3.8950201675651868
7.928599447053219,3.6014752764168123
7.999895917713759,3.8347827620365678
8.0711923883743,3.9087126467224658
8.142488859034842,3.9087126467224658
8.21378532969538,4.183821348225178
8.285081800355922,3.8588425485817166
8.356378271016464,4.110189473719091
8.427674741677002,4.082312369349339
8.498971212337544,4.0593611981218
8.570267682998086,4.110899179923827
8.641564153658624,4.544446629735597
8.712860624319166,4.280129837427578
8.784157094979708,4.280129837427578
8.855453565640246,4.280129837427578
8.926750036300788,4.415882126335001
8.998046506961327,4.415882126335001
9.069342977621869,4.415882126335001
9.14063944828241,4.390303108347029
9.211935918942949,4.390303108347029
9.28323238960349,4.45187289374525
9.354528860264033,4.399307001768295
9.425825330924571,4.399307001768295
9.497121801585113,4.399307001768295
9.568418272245655,4.913746730458139
9.639714742906193,4.913746730458139
9.711011213566735,4.913746730458139
9.782307684227277,4.913746730458139
9.853604154887815,4.913746730458139
9.924900625548357,4.913746730458139
9.996197096208899,4.913746730458139
10.067493566869437,4.913746730458139
10.13879003752998,4.913746730458139
10.210086508190518,4.913746730458139
10.28138297885106,4.913746730458139
10.352679449511601,4.913746730458139
10.42397592017214,4.913746730458139
10.495272390832682,4.913746730458139
10.566568861493224,4.913746730458139
10.637865332153762,4.913746730458139
10.709161802814304,4.913746730458139
10.780458273474846,4.913746730458139
10.851754744135384,4.913746730458139
10.923051214795926,4.913746730458139
10.994347685456468,4.913746730458139
11.065644156117006,4.913746730458139
11.136940626777548,4.913746730458139
11.208237097438086,4.913746730458139
11.279533568098628,4.913746730458139
11.35083003875917,4.913746730458139
11.422126509419709,4.913746730458139
11.49342298008025,4.913746730458139
11.564719450740792,4.913746730458139
11.63601592140133,4.913746730458139
11.707312392061873,4.913746730458139
11.778608862722415,4.913746730458139
11.849905333382953,4.913746730458139
11.921201804043495,4.913746730458139
11.992498274704037,4.913746730458139
12.063794745364575,4.913746730458139
12.135091216025117,4.913746730458139
12.206387686685659,4.913746730458139
12.277684157346197,4.913746730458139
12.34898062800674,4.913746730458139
12.420277098667277,4.913746730458139
12.49157356932782,4.913746730458139
12.562870039988361,4.913746730458139
12.6341665106489,4.913746730458139
12.705462981309442,4.913746730458139
